A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2983.0,-1.136374713,-1.937626187,1.142267271,-0.850613266,0.192806026,1.907300565,-2.187043062,good
2415.0,-4.784913782,-0.602437117,1.405474162,0.052517666,0.562505789,1.62012625,-0.965657546,bad
2527.0,-0.270247824,-1.201557207,-5.180526893,1.296239624,-2.091876125,3.152911478,-1.750078184,bad
393.0,-4.561322305,2.126360339,-3.325207918,-1.062219818,2.928190087,4.126126894,-0.609772001,bad
3348.0,-0.394603433,-0.399161414,-2.875348042,1.0531903,-1.21795562,0.04458874,-1.316498558,good
2563.0,2.287517152,-2.170972617,-0.93173308,3.136561456,3.497371377,-2.396689105,0.581808577,good
3784.0,-0.260338325,-1.105664259,-2.636019646,2.860930855,-2.694129994,-0.499615744,-1.492676524,bad
2084.0,-4.886504935,-0.358219124,1.171250569,-1.406304704,0.790601197,0.559697616,-2.13744482,good
875.0,0.441504626,-0.578750902,-3.767359783,2.469893075,0.547227087,4.035780902,-1.692936537,bad
3201.0,-0.854770543,-0.967949043,-0.954626554,0.707906164,-0.145046823,1.798923073,-2.290337606,bad
1560.0,2.175526467,-1.626535119,0.894188724,1.949642538,1.288661772,1.402139622,-2.268126637,good
2492.0,1.591839118,-2.193670013,-0.794960412,2.954234792,0.77517918,2.445459322,0.972018806,good
2462.0,-3.403688006,0.518918974,2.72046322,1.992702112,4.28478982,-0.527755424,2.557250685,bad
3029.0,1.784926645,-0.739968069,-2.006613381,-0.180891852,3.004408943,0.025625051,2.520905121,good
2005.0,-0.089021588,0.664595344,-1.784197176,0.744092625,1.098127041,1.647644653,-3.484108935,bad
1078.0,-1.378428696,-1.09546502,1.552838408,2.133737198,1.706409118,-0.140609612,-1.429723526,good
398.0,0.780136136,-1.562170681,0.86788733,3.27917014,3.136769659,0.853513595,-0.117891307,good
3686.0,-0.950541723,-0.878032973,-1.381008463,2.264994488,-2.574356228,-1.511089384,-2.005624759,bad
2977.0,-1.661266138,-0.51612929,-1.100306462,-0.251146092,2.521782096,-0.529969803,4.207055592,bad
908.0,-0.477195098,-0.563953679,3.055651672,1.079078944,-0.301910354,-1.203179955,0.97284771,bad
2874.0,-2.314250868,-0.484437365,0.81338185,-0.686849897,4.676696461,-1.606628067,3.62855493,bad
3314.0,-1.370508202,-1.303096804,-0.314991029,0.316259935,1.939959006,-0.142560201,2.979749725,bad
858.0,-0.928644679,-1.096734171,-2.570144912,-0.95699586,2.819405655,0.338450512,4.306908269,bad
2765.0,-0.248245549,-1.328074399,-3.034864549,0.371972318,-1.285891593,2.161545932,-2.334165601,bad
770.0,0.644361094,1.949245987,-0.518537193,1.210917419,-0.260259898,-1.298721749,2.620061624,good
2109.0,-0.090270944,-1.726818821,1.353851057,0.264375161,2.006328749,1.038351489,-3.391138415,good
1229.0,0.694747655,0.605128177,-0.362320625,1.889233623,-0.55032701,-1.137562821,-0.533024496,bad
3171.0,2.097622928,-3.290629484,-2.174481509,0.619759424,0.308669168,1.107862709,1.193854061,good
556.0,2.738737681,-2.964777583,-0.880812336,0.306240578,3.802263716,-0.51132368,2.571582061,good
2231.0,-2.186439071,-0.82962874,2.286443539,2.48069603,-3.498057673,-1.960518456,2.843064411,bad
3567.0,3.014566471,-0.631046495,-0.24429981,2.524328352,1.210399408,-1.507047907,1.949540556,good
1363.0,1.948034077,-0.77565168,0.714293701,2.223279282,-0.018978448,-1.301383556,0.81596028,bad
2690.0,-3.394366903,-1.414298254,-1.312896644,1.102758093,-0.103618875,3.000842977,0.922163803,bad
2634.0,0.806942682,-1.382541487,2.28018379,1.828640997,-0.500325906,1.67034233,1.629186243,good
2557.0,0.316217777,-0.175565612,1.080172568,0.611900155,0.331599645,1.238095908,-1.800893018,good
1880.0,-2.964325412,-0.634887432,-0.121421556,2.546446454,1.870313029,2.425052231,1.293471827,bad
2397.0,1.009229124,-2.271038958,1.235493319,1.217696936,-0.300854215,1.785109572,-1.379642791,good
2309.0,3.456805879,-2.700306445,-2.153625349,3.904196882,2.85947843,-1.00658252,0.743703336,good
2589.0,2.474984704,0.511224433,-3.914485791,0.629872142,0.477448672,1.2953872,-2.894965081,bad
579.0,-3.226664915,1.68058774,-0.021105415,-1.188955203,0.572550232,-0.042755251,-3.021498163,good
2390.0,2.639380873,-4.289758506,-1.613193772,0.638524246,3.968766656,-0.291309665,1.379010378,good
1041.0,-2.055776172,-3.355322872,3.554301882,0.904296776,2.368481362,0.393883593,-0.083337968,good
1303.0,-0.7939203,-1.077424572,-2.227394194,0.892811004,1.163745333,1.832566181,0.329233019,bad
3098.0,-3.01390467,-1.12444601,0.989252648,2.699941784,1.713396163,-0.321091532,0.623971295,good
2514.0,4.799683427,0.531144241,0.694587168,-2.083764859,0.776768417,1.091540038,2.277992284,good
3860.0,-1.374118439,-0.800035188,-0.195442178,-0.52167101,4.076586178,-1.973284436,4.348131862,bad
685.0,-1.162615452,-0.301982961,-0.447139236,0.687267878,-2.007353968,0.786312444,0.44678879,bad
410.0,-0.408477449,-1.150193475,-3.031133799,0.843984736,-2.318130839,2.477412639,-1.101446241,bad
823.0,-0.712120174,1.314940544,-1.574883475,0.941322043,-0.592441001,2.410665859,3.416639346,good
3358.0,0.12516701,-3.431970888,-3.146882003,1.164224136,0.288949155,0.543467313,-0.07028261,good
3577.0,-0.054052452,-3.361423653,0.32127187,0.902746817,0.751227556,-1.879126386,-0.395249528,good
2278.0,-1.346707338,-2.293757642,0.309239436,1.535801723,-0.278842065,0.056952231,4.324596042,bad
1335.0,2.537192398,-3.907692055,-2.410927885,2.584752043,0.219218446,0.455337642,0.873307948,good
317.0,-4.244443842,0.599377262,4.469807043,1.92080172,-1.350803998,-3.690634295,4.288667532,bad
1173.0,0.829707742,-1.060489829,-4.084788164,-1.225554288,3.740484998,2.823865241,-1.932296411,bad
1953.0,-0.260982421,-1.678096148,-1.70758801,1.779167319,0.902480961,1.692855105,1.342735852,bad
3585.0,-0.142389915,-1.182125758,1.720323112,2.314595515,-1.272217046,-1.510105063,0.35105039,bad
3963.0,-1.846693099,-0.518600727,-0.494525292,1.173846835,1.944388146,1.519325572,0.109579238,bad
2980.0,-2.490614877,-1.743449778,1.512438903,0.197464764,0.262049147,-0.968833827,4.705961188,bad
1435.0,1.802742024,0.166321146,-2.353345145,-0.191536497,1.973743448,-2.760895086,0.826550768,bad
3360.0,-0.264743009,-0.449043603,0.286710547,0.624868112,-4.361377687,-0.621105013,0.424573151,bad
3549.0,-3.665572687,-1.790805601,1.906633041,0.021281231,0.868752981,0.296769053,1.44882124,bad
2291.0,-1.092104469,-2.319824263,-3.241269472,-0.615612564,3.810939232,2.543286344,2.563835795,bad
1198.0,1.858872886,1.733860347,0.158523633,1.245014642,-1.411167919,-1.161292075,0.836379512,good
3721.0,-3.402126958,-4.093941936,-2.361790864,0.710132281,-1.187019591,3.748214803,-5.319856723,bad
854.0,1.476864377,-2.308493433,-0.472105788,-1.674135404,2.1078688,0.396478996,2.714357454,good
354.0,0.697413744,-2.102824858,-0.104777111,-2.75950978,3.835418965,-0.531325325,1.525044452,good
555.0,3.099410637,-1.691560679,-3.679364,0.963605627,0.538102393,1.660099378,-0.544761148,good
2889.0,-1.390092018,-0.943399327,2.169382221,0.811335209,-0.098069823,-2.856673662,2.323921689,bad
2350.0,-1.313893834,-2.386817845,2.505231799,1.339162226,3.790206269,0.221429828,-2.583858134,good
2926.0,1.187340066,1.868356455,-1.185188933,2.53491116,-2.575976826,-0.946360378,-0.70515812,good
1275.0,-2.51319338,-0.999477062,-1.394239006,-0.22221277,0.13686775,2.893986979,-1.789660235,bad
124.0,0.089707401,-2.249989911,-2.673620318,2.762214054,0.035969561,-0.903596811,-1.456133779,good
715.0,1.117611931,1.536751806,-0.669110457,-1.093276821,-1.805122066,0.778337026,2.073017847,good
2521.0,-0.194125614,-2.591382245,1.739772955,1.185667671,-0.463973261,2.365753537,0.863598197,good
2994.0,0.44314011,-0.949577731,-0.853465346,0.977805866,2.192739238,-0.000397647,1.885015984,bad
3070.0,0.521994252,-1.341202051,0.519271813,0.990422315,0.476561833,1.259996078,-0.266609261,good
157.0,-1.875731895,-1.104573125,0.106934755,2.808359421,-2.198678855,1.81962532,0.099814677,bad
467.0,-0.790198577,-1.33600731,1.68211791,0.450123165,-1.445588512,1.603864129,-1.385460542,good
612.0,2.447566542,-3.260858611,0.155288891,-0.791885855,3.612569213,-0.191536001,3.591669472,good
286.0,-5.499852228,-1.750756276,-0.640523136,0.407010888,-1.606883355,1.974734162,-3.077340152,bad
2090.0,-1.834045786,0.85207234,-2.358210348,0.657595856,-1.532116578,1.983561342,0.810122508,bad
472.0,0.436420445,1.604372589,-1.556147076,1.325437655,-3.244895954,-0.33343149,-1.791648302,good
894.0,-0.111969739,-1.024187315,0.966901048,-0.692898581,1.025535771,-2.201253741,1.073826134,good
1055.0,-0.407202953,-1.17341051,1.736201949,1.519927897,1.629251428,0.056597688,-0.483888959,good
2420.0,1.192598531,-0.216391588,-2.145719518,1.618030352,-1.897471784,0.31443126,-0.275670961,good
1905.0,-1.291458924,-1.672009269,-0.746471019,2.846835147,-2.52227973,2.225132838,-0.180186783,bad
462.0,-3.820327014,0.737890287,1.40228473,-1.026727144,2.101236315,-0.333243731,-1.29240429,good
279.0,-0.560748733,-0.157070531,-1.695140995,0.454258111,1.54203353,0.351700673,1.822181262,bad
9.0,-0.727982709,-0.442820353,-4.092222827,0.597512917,0.393714261,1.620856772,2.185607723,bad
2040.0,-0.519382426,-2.409052242,-1.399647855,1.389051938,2.12126937,-1.978343912,-0.08337454,good
1154.0,-0.874896299,0.011822651,-0.537831671,-0.586203463,2.127164625,-3.426365031,6.13106252,bad
2151.0,-0.211408934,3.164263246,-1.108673451,3.980778927,1.26355654,-3.791455724,0.126464569,good
992.0,0.548493968,0.488979079,-1.995853361,2.467900075,1.704923057,1.278586366,-0.627642994,bad
700.0,-2.689383738,2.066926457,-1.427389313,-0.47896347,-0.531704481,2.245740992,2.0247306,bad
3492.0,-1.184654017,-2.765740689,-4.709741438,-0.174088664,2.02843209,4.997240793,1.935006729,bad
601.0,1.615052907,0.845144281,-4.460741756,0.864101461,-0.770955855,1.905377569,-0.008136378,good
1251.0,-0.989788471,-2.00410858,-0.191572858,1.606390708,-0.656043959,1.416971889,0.094211038,bad
2653.0,-0.666975893,0.07604749,-2.397827263,1.243343681,-0.833179684,0.327403773,-1.073303814,bad
2723.0,0.3466633,-0.273004692,1.869936884,-2.19807013,2.112473057,-1.928548135,1.95499173,good
978.0,-1.745117226,-2.074040424,-0.430170272,1.386735918,2.482312367,1.441093641,2.97738182,bad
1346.0,1.831239457,-1.393026634,0.370077053,0.658162623,-2.306335634,3.589555687,0.923973334,good
737.0,-1.815876845,-0.040045568,0.234227803,1.089550554,2.367843489,0.97999814,0.383759484,bad
3270.0,-1.322796913,-2.205124931,-0.208008181,-0.096415863,1.694696081,1.428918677,0.94783296,bad
2667.0,-1.607016245,0.822575492,-1.386923069,2.663837916,-3.312647809,-1.64507612,-0.211490845,good
2165.0,0.42978354,-1.903909733,-1.474212804,1.097044519,-2.203614036,0.726146407,-1.662029824,bad
1844.0,1.329625793,-0.724636342,-0.828483746,-0.484221187,2.893090553,-1.011137425,2.081537202,good
1495.0,-0.804016253,-1.049833812,0.330085449,2.49157838,1.500022271,-3.433665942,1.631091306,good
491.0,-0.209517839,0.874575959,-2.954284491,3.103598524,-0.599038939,-1.187980813,-0.306520094,good
1280.0,-0.660387288,-1.101667994,-1.401335723,0.351719152,2.04248905,0.383163432,3.380683335,bad
825.0,0.712348023,-0.588145258,-3.215423067,1.089867132,0.47536897,0.386937554,0.633750281,good
2808.0,-3.036112582,-1.234033871,1.230780004,-0.636719451,-0.952320928,2.468816259,-0.369886702,bad
3413.0,-1.679461343,-0.587051639,1.308326913,1.153244098,2.529093933,-2.331674102,4.082158867,bad
463.0,0.134901811,-1.395711062,0.115701855,1.77915574,0.005765309,2.654754645,2.482959627,good
1987.0,-3.939220788,-0.703665486,3.132508504,2.00103787,3.255782592,-1.50618096,0.402124291,good
2920.0,-0.026017784,-1.273173291,-0.656051909,1.157648028,2.712526708,0.212701563,1.307998921,bad
3514.0,2.061365504,-1.738690877,0.387993365,0.994916261,-1.544328168,3.52008681,0.167576207,good
2214.0,-0.651106447,-3.111428715,-2.324016517,1.857068791,-1.278932919,2.301824124,1.615739883,bad
2471.0,0.360315367,-1.634016238,0.579626462,1.722726658,1.168219575,-2.137873658,3.422270784,good
3142.0,2.251661897,-0.299250566,-3.06256487,1.72335758,-2.278453851,1.162821096,-0.603548753,good
3421.0,-0.632521952,-1.048634826,-0.544293255,2.574040696,2.724539751,0.463520373,-2.403243223,good
3321.0,-2.017862342,-0.505052718,1.008961555,-0.846893652,2.391001784,-2.67802589,3.615340239,bad
3237.0,-0.553682125,-3.900723508,2.999135979,1.919043877,2.033281757,1.609727498,-0.3529432,good
3695.0,-1.408655821,0.549019768,0.226737958,-0.033462266,2.187062138,-0.895910258,-2.803778412,good
1697.0,0.349986515,-0.969952956,-1.080343888,4.918396609,-3.013220362,-2.24821986,0.555714418,bad
1931.0,2.405653269,-1.587522593,-3.348739086,2.978996673,-4.688477534,4.615175061,-6.955460367,bad
2517.0,0.175437139,-0.227971866,1.438185035,0.437639513,1.095016883,0.642008128,-2.876186916,good
1917.0,-0.500907293,-1.515588341,0.518894693,-0.747127786,2.03251822,-2.220710772,0.52763269,good
97.0,1.80336603,-0.976044046,-1.54691943,0.926305296,3.13968117,-0.683222706,3.401455383,good
3315.0,0.227638615,0.615441573,-0.521592211,1.552273213,-1.042000889,-0.078349687,-3.081881098,bad
3185.0,-0.703671021,-0.870704492,0.060564413,1.07055025,-1.846312559,-1.293248073,1.215772084,bad
989.0,-3.405870573,-1.889767751,2.899311469,-1.034753666,1.434967725,0.524410184,-3.184964955,good
2444.0,0.680121049,-0.82022041,-1.178802796,-1.815554951,1.669276788,0.22931037,1.582143197,good
2145.0,1.652673127,-4.980836026,0.873583607,4.479749518,-1.877823339,-2.154690413,-3.545769631,bad
300.0,-2.69058317,-1.314308368,0.67625093,-0.041387321,-0.074872594,1.530247544,-1.818450848,good
2745.0,-4.703583248,-0.233748205,1.500172212,0.374014909,2.33645078,-1.571268893,6.348869952,bad
3893.0,-0.658539572,0.350745027,-1.334219305,1.684114569,0.939984568,1.176682366,0.942478981,bad
3700.0,-2.654698314,0.466165454,1.36065638,-1.391477566,1.596251876,0.289380224,-2.827877708,good
1461.0,0.078270684,-3.017376222,-1.024789639,1.964805126,0.446339379,-0.952620415,3.007831395,good
17.0,-0.074370177,-4.714749953,0.249767641,2.935319065,1.4097551,-2.643810206,1.250970347,good
1257.0,2.186548032,-1.287817093,-1.429862242,2.634869991,-4.210847414,-2.801756926,-1.218056239,bad
1465.0,-4.346642086,-2.387882507,1.765565328,1.35436781,1.198230947,1.468034153,4.659482955,bad
2885.0,2.976558499,0.454123,0.814725936,-4.495358682,2.148842902,0.968814942,3.159536667,good
1019.0,0.546077805,0.454631306,2.023503567,0.251398866,-1.453233643,-1.617008997,1.220969825,bad
1752.0,-1.899154101,-3.334811313,4.435695722,0.424653118,2.364685994,0.742747489,-1.403613427,good
316.0,-0.425371533,1.238848345,-1.335193504,1.940137118,1.96648374,0.104978381,-1.922671396,good
3313.0,-1.568585346,-1.970699785,1.262787248,-0.524398059,0.573744072,2.011534383,-2.824366834,good
1477.0,2.055093158,-3.216932426,-1.131905754,-0.007323964,2.035219462,-0.096404121,1.371001437,good
2660.0,0.749941848,-2.590200267,-1.227472164,0.322952077,-1.046932605,-0.030210722,2.190636353,bad
743.0,0.848270123,-0.743180273,-1.524567061,1.043947841,0.51421072,1.169524813,-1.284494762,bad
1609.0,0.886518631,-1.382907628,-0.347120879,1.943797129,3.759754578,-2.933136212,1.384627576,good
195.0,1.30099058,-1.285592981,0.443454862,1.216461107,0.411152616,-3.548540692,4.169748166,bad
2433.0,-2.123935198,-0.154501501,1.144788284,-0.171677231,1.974921934,-0.539326504,-4.011969793,good
3660.0,-1.399653561,-0.561242518,2.378155731,1.439750436,2.906046409,-1.428846518,-2.284637715,good
2583.0,0.334187826,-1.486432296,-0.21724618,2.245869353,1.461702644,0.423954777,-0.882947341,bad
2755.0,1.272624388,-2.814026395,-2.141309632,2.636311285,-4.422066791,0.337691258,-1.540711874,bad
3434.0,1.840434221,-0.914987843,-1.650196192,0.452707633,0.460830634,0.699992308,2.702748283,good
2903.0,-1.922402855,-1.633456782,2.072286341,-0.05387891,-1.369923712,1.32431455,-0.127804206,bad
2972.0,1.485462035,-3.12195498,1.255659576,2.124263466,1.272228313,2.936911868,1.059464845,good
1127.0,-0.819889002,-2.35346329,2.606042575,0.15499087,1.299494552,1.211605631,-2.830885051,good
2319.0,-1.746794641,3.511757902,-2.191907688,0.568637437,1.27942102,-0.584781436,-1.188675877,good
3489.0,-0.857452275,-0.288220564,0.271290582,1.688151079,-1.039244127,-1.307617403,3.565493262,bad
168.0,2.21434852,-0.029326384,-1.643311119,3.375367909,-0.310931919,-0.733331668,1.010299062,good
2052.0,0.235550495,-0.743987656,-2.23897547,1.929705461,-1.331811846,0.934118092,-0.286911456,bad
3336.0,3.101422304,-1.222490146,-2.181311384,-1.35956461,2.608299255,1.285016017,1.880348648,good
2067.0,2.255393682,-3.51953343,-2.498390014,0.688477709,0.966496856,0.36329525,-2.008544885,good
1079.0,1.175254612,-2.023453658,-0.608436062,2.111248983,1.579690415,-1.604498657,2.068649561,good
3349.0,-3.300243836,3.15796135,-1.397065816,-0.461591464,2.198573081,-1.238871165,-3.580039861,good
806.0,-0.859886092,-1.247253803,-0.765135435,0.725937861,-0.97618505,0.27884569,-1.98172907,bad
2769.0,-1.104891315,-1.30633464,0.844941977,0.69425251,2.205707307,1.345144506,-0.358597278,good
2152.0,0.76350284,-2.339085863,1.641531318,0.879753103,-1.780681789,0.666351205,0.179404391,bad
941.0,-2.244569977,-0.592443441,-1.45840545,0.615350302,-2.087305186,1.951337928,-0.491173801,bad
42.0,-1.53860666,-2.747844387,1.844950057,0.491249069,-0.425815521,1.25976818,-1.680924092,bad
2254.0,1.756986466,-4.481451766,-0.604617863,-0.449786695,3.550129788,0.070373695,4.110698064,good
1818.0,-5.329697266,0.522491421,0.762033489,0.551943882,3.695418508,-1.7184192,-1.356287356,good
1860.0,0.734629309,-0.876739738,-2.192778445,0.86851334,1.652879227,2.114735275,-1.075872105,bad
358.0,-3.013393813,-0.505787282,-0.65196241,-0.707823136,-1.204646365,4.024826274,0.339436235,bad
259.0,-1.220395543,0.727752497,0.500212481,0.941042704,1.720316779,-1.422646164,0.866285324,bad
1672.0,-1.730349844,-3.716296128,-1.192162133,1.113055255,-2.465312612,1.054595298,-4.547320493,bad
2649.0,1.233348216,-1.12092188,-3.15945459,-0.045714601,3.124290981,-0.224951622,1.754105271,bad
2353.0,0.05561578,-2.989310888,0.181923298,1.342116778,-0.003416238,-1.757822966,0.206975851,good
831.0,0.427912246,1.773682052,1.236277992,-1.627970413,2.250017748,-1.973513241,2.120970261,good
3829.0,0.273562281,-1.836036424,-0.114427058,1.008318217,-1.009393705,-0.613617322,-2.454533933,bad
3268.0,-1.74297235,-1.697831942,-1.016429419,1.083197435,-0.501024744,1.866597326,2.693643818,bad
767.0,-0.129844431,0.404794761,-0.50159161,-0.459808117,2.756893652,-2.082683625,0.243968297,bad
1528.0,-0.818581195,-0.859941751,-0.587119393,1.716361669,-2.575973096,-0.208114246,-0.266775155,bad
2728.0,-2.499468113,-1.407142734,2.724377518,-1.088259172,0.822548502,1.033765966,-1.609770097,bad
1000.0,-1.450722623,-1.873303787,-0.743177804,1.981552145,-2.092821414,1.691483862,0.784607915,bad
2218.0,1.230079928,-2.136526255,-1.644883753,1.701972126,-1.116911404,1.121949359,-0.613702772,bad
1471.0,3.143162816,-0.251827702,0.488277855,2.358740612,-3.11179195,-2.954760687,1.556972107,bad
3591.0,0.29767133,-3.960035257,-0.18688929,2.683768448,1.645774458,-2.592620638,0.248185788,good
3183.0,-0.655557381,-0.069756691,-0.892089569,-0.166351417,-0.002821525,2.463541204,-0.905208948,good
1592.0,-3.474747318,1.107404398,-0.689500269,-1.314443104,-0.046913866,0.943786489,-1.50782307,good
455.0,0.258368004,-4.14234656,3.572643351,-0.748074511,-1.057461064,3.672093013,1.163699508,good
1364.0,-0.622360659,0.340328394,-0.474511681,0.017444301,-2.724712723,0.998537873,1.193021804,bad
2141.0,2.313424663,-1.963352972,-1.548023171,-0.031263658,-1.463958695,4.328298465,-0.835054852,good
318.0,-1.938235165,-2.488360249,-0.85981132,0.812293755,-2.253887188,1.480428729,-2.957553958,bad
1577.0,-0.174429745,2.18701128,-1.656860453,0.940281765,-1.241882107,-0.966518516,0.060917574,good
3328.0,-2.72156418,0.260152568,1.367541828,0.357822364,1.710660498,0.556430966,0.048978998,bad
1899.0,3.660747197,-4.135668229,-3.245701027,0.392139813,3.648021363,0.770487365,-1.911790438,good
1654.0,-1.924684143,-0.481092628,1.244390481,2.320035719,-2.890465121,-2.095219002,0.206405898,bad
1051.0,2.019954774,-1.486366025,-2.331938565,-0.396322896,0.012627897,-0.275645335,0.019333986,bad
2867.0,-3.516623355,-1.928840143,3.356949281,0.243890799,2.347316656,0.497590149,1.168838186,good
3604.0,-0.649212984,0.117758497,-2.084882767,0.561304723,2.559953855,-0.986764558,3.696714537,bad
3623.0,-3.82955684,-0.492880711,1.58137013,2.441031642,-0.618750656,-0.288019553,5.536747898,bad
323.0,-3.285803375,1.184246206,-2.015927409,0.57063152,2.056602881,3.359629787,0.931078465,bad
2907.0,1.102256337,-0.278648168,-2.752787217,2.235501731,-2.300816531,0.454884338,0.532010254,bad
281.0,-0.443086638,-2.352052331,-1.479476129,1.066032559,-0.939353154,1.619963836,-2.420080801,bad
2227.0,-0.278953799,-0.563608436,1.888951231,1.177150821,-0.131230444,1.213522064,-0.549522887,good
2551.0,1.098862291,-2.975829642,2.120282984,1.266468965,-0.108439791,2.233274673,1.006506949,good
1313.0,-2.232346534,-3.122776695,-0.050881384,1.844093064,-1.606846371,1.514639958,-2.556006369,bad
